OBJECTID,link_name,len_mile,ifc,ifc_desc,post_speed,iway,vmt,volumes,lanes,median,SHAPE_Length
37520,DRIVEWAY,0.019181,7,Local (non-circulation element) Road,25,2,46.74802019,2.43720453,2,No Median,101.2745028
37521,zone connector,0.049568,10,Zone Connector,20,2,120.8073544,2.43720453,2,No Median,261.7307728
37522,PARKSIDE,0.018285,7,Local (non-circulation element) Road,25,2,40.04437236,2.19001216,2,No Median,96.5510901
37523,zone connector,0.090016,10,Zone Connector,20,2,25.87652028,0.28746579,2,No Median,475.3038936
37524,zone connector,0.083057,10,Zone Connector,20,2,181.8958401,2.19001216,2,No Median,438.5325102
37525,zone connector,0.103026,10,Zone Connector,20,2,2.276751175,0.0220988,2,No Median,543.9779134
37526,RIVER,0.020388,7,Local (non-circulation element) Road,25,2,9.423953416,0.4622304,2,No Median,107.6718138
37527,zone connector,0.107854,10,Zone Connector,20,2,49.85339767,0.4622304,2,No Median,569.4527745
37528,DRIVEWAY,0.010818,7,Local (non-circulation element) Road,25,2,1.454685296,0.13446897,2,No Median,57.09469667
37529,zone connector,0.090948,10,Zone Connector,20,2,26.88500195,0.2956085,2,No Median,480.2140209
37530,zone connector,0.077582,10,Zone Connector,20,2,5.748500899,0.07409581,2,No Median,409.6508697
37531,zone connector,0.110652,10,Zone Connector,20,2,14.87926025,0.13446897,2,No Median,584.2793688
37532,LAKESHORE,0.035083,7,Local (non-circulation element) Road,25,2,134.8402254,3.84346337,2,No Median,185.2261659
37533,DRIVEWAY,0.024442,7,Local (non-circulation element) Road,25,2,169.4428875,6.93244773,2,No Median,129.0573497
37534,zone connector,0.128287,10,Zone Connector,20,2,493.0663852,3.84346337,2,No Median,677.3839865
37535,zone connector,0.126085,10,Zone Connector,20,2,874.0776725,6.93244773,2,No Median,665.6907264
37536,ERWIN,0.038625,7,Local (non-circulation element) Road,25,2,62.39766668,1.61547357,2,No Median,203.9845747
37537,DRIVEWAY,0.047417,7,Local (non-circulation element) Road,25,2,41.28464929,0.8706719,2,No Median,250.3592123
37538,zone connector,0.063518,10,Zone Connector,20,2,102.6116503,1.61547357,2,No Median,335.3448598
37539,zone connector,0.121561,10,Zone Connector,20,2,105.8397463,0.8706719,2,No Median,641.881959
37540,DRIVEWAY,0.016021,7,Local (non-circulation element) Road,25,2,168.43368,10.51330629,2,No Median,84.6177898
37541,EDIE,0.015888,7,Local (non-circulation element) Road,25,2,2.62121727,0.16498095,2,No Median,83.91350235
37542,MOUNTAINVIEW HEIGHTS,0.029924,7,Local (non-circulation element) Road,25,2,141.7368918,4.73656235,2,No Median,158.0000121
37543,zone connector,0.126794,10,Zone Connector,20,2,600.5676867,4.73656235,2,No Median,669.4804135
37544,zone connector,0.187215,10,Zone Connector,20,2,1968.248636,10.51330629,2,No Median,988.4700893
37545,zone connector,0.234633,10,Zone Connector,20,2,38.7099743,0.16498095,2,No Median,1238.814764
37546,WATERHILL,0.024432,7,Local (non-circulation element) Road,25,2,7.925158317,0.32437616,2,No Median,129.0001089
37547,WATERHILL,0.036696,7,Local (non-circulation element) Road,25,2,39.69961989,1.08185142,2,No Median,193.7789661
37548,DRIVEWAY,0.012577,7,Local (non-circulation element) Road,25,2,39.80026009,3.16452732,2,No Median,66.4299152
37549,zone connector,0.113486,10,Zone Connector,20,2,36.81215278,0.32437616,2,No Median,599.1982485
37550,zone connector,0.249619,10,Zone Connector,20,2,789.9261448,3.16452732,2,No Median,1318.011292
37551,zone connector,0.137886,10,Zone Connector,20,2,149.1721656,1.08185142,2,No Median,728.0202138
37552,SUNSET KNOLLS,0.042335,7,Local (non-circulation element) Road,25,2,106.6571945,2.5193621,2,No Median,223.5288735
37553,zone connector,0.077591,10,Zone Connector,20,2,195.4798247,2.5193621,2,No Median,409.6783202
37554,LEMON CREST,0.026378,7,Local (non-circulation element) Road,25,2,70.45077722,2.67081573,2,No Median,139.2740358
37555,LEMON CREST,0.0221,7,Local (non-circulation element) Road,25,2,23.23709479,1.05145225,2,No Median,116.686579
37556,SINGLE OAK,0.204255,7,Local (non-circulation element) Road,25,2,189.1284384,0.92594276,2,No Median,1078.464538
37557,DEL SOL,0.036949,7,Local (non-circulation element) Road,25,2,16.8759283,0.45673572,2,No Median,195.0855914
37558,zone connector,0.220968,10,Zone Connector,20,2,590.1648093,2.67081573,2,No Median,1166.713302
37559,zone connector,0.376835,10,Zone Connector,20,2,172.1140069,0.45673572,2,No Median,1989.675255
37560,zone connector,0.232996,10,Zone Connector,20,2,244.9841691,1.05145225,2,No Median,1230.233768
37561,CARAWAY,0.049139,7,Local (non-circulation element) Road,25,2,83.94398854,1.70829664,2,No Median,259.5288422
37562,W RIM,0.053377,7,Local (non-circulation element) Road,25,2,28.29203892,0.53004176,2,No Median,281.8315819
37563,DRIVEWAY,0.042166,7,Local (non-circulation element) Road,25,2,3.806807073,0.09028144,2,No Median,222.6482673
37564,zone connector,0.166422,10,Zone Connector,20,2,15.02481731,0.09028144,2,No Median,878.7099
37565,zone connector,0.18501,10,Zone Connector,20,2,316.0519612,1.70829664,2,No Median,976.8508004
37566,zone connector,0.240578,10,Zone Connector,20,2,127.5163861,0.53004176,2,No Median,1270.191482
37567,MORNING GLORY,0.05352,7,Local (non-circulation element) Road,25,2,39.81942344,0.74401015,2,No Median,282.5827681
37568,PINO,0.040105,7,Local (non-circulation element) Road,25,2,90.46857458,2.25579291,2,No Median,211.7530328
37569,PINO,0.065159,7,Local (non-circulation element) Road,25,2,3.596286935,0.05519248,2,No Median,344.0654168
37570,zone connector,0.171206,10,Zone Connector,20,2,15.4567237,0.09028144,2,No Median,903.9702254
37571,zone connector,0.382154,10,Zone Connector,20,2,284.3264564,0.74401015,2,No Median,2017.753233
37572,zone connector,0.13479,10,Zone Connector,20,2,304.0583261,2.25579291,2,No Median,711.6887223
37573,zone connector,0.152886,10,Zone Connector,20,2,8.438157803,0.05519248,2,No Median,807.237629
37574,SOHAIL,0.058873,7,Local (non-circulation element) Road,25,2,36.01411436,0.61172548,2,No Median,310.839387
37575,zone connector,0.160027,10,Zone Connector,20,2,97.89259387,0.61172548,2,No Median,844.9444718
37576,SUNNY,0.025864,7,Local (non-circulation element) Road,25,2,7.401636692,0.28617525,2,No Median,136.5642016
37577,CHOISSER,0.071543,7,Local (non-circulation element) Road,25,2,49.77189483,0.69569203,2,No Median,377.7159965
37578,zone connector,0.091012,10,Zone Connector,20,2,63.31632294,0.69569203,2,No Median,480.615418
37579,zone connector,0.262123,10,Zone Connector,20,2,75.01311532,0.28617525,2,No Median,1383.992147
37580,ADLAI,0.150285,7,Local (non-circulation element) Road,25,2,137.908942,0.91764941,2,No Median,793.4577291
37581,DRIVEWAY,0.040248,7,Local (non-circulation element) Road,25,2,9.840337843,0.24449259,2,No Median,212.5075253
37582,zone connector,0.133428,10,Zone Connector,20,2,40.05912166,0.30023025,2,No Median,704.5195616
37583,zone connector,0.368008,10,Zone Connector,20,2,89.9752298,0.24449259,2,No Median,1943.062987
37584,MOUNTAIN SHADOW,0.042267,7,Local (non-circulation element) Road,25,2,57.88439499,1.36949381,2,No Median,223.1726938
37585,MORNING GLORY,0.056748,7,Local (non-circulation element) Road,25,2,68.65859495,1.20988572,2,No Median,299.6438705
37586,zone connector,0.227705,10,Zone Connector,20,2,311.8405887,1.36949381,2,No Median,1202.303047
37587,zone connector,0.237498,10,Zone Connector,20,2,287.3454392,1.20988572,2,No Median,1253.964158
37588,MESETA,0.062346,7,Local (non-circulation element) Road,25,2,44.8063146,0.71867184,2,No Median,329.2047325
37589,zone connector,0.096274,10,Zone Connector,20,2,69.18941282,0.71867184,2,No Median,508.2842834
37590,IDYL,0.064776,7,Local (non-circulation element) Road,25,2,13.83933766,0.21364916,2,No Median,342.0111372
37591,WEST LAKEVIEW,0.058742,7,Local (non-circulation element) Road,25,2,16.42309799,0.27958016,2,No Median,310.1510818
37592,BOWER,0.040522,7,Local (non-circulation element) Road,25,2,55.21397037,1.36256775,2,No Median,213.9309686
37593,WELLINGTON HILL,0.057181,7,Local (non-circulation element) Road,25,2,125.1614172,2.18886373,2,No Median,301.91789
37594,HA HANA,0.075181,7,Local (non-circulation element) Road,25,2,67.92335097,0.90346432,2,No Median,396.9618759
37595,zone connector,0.256598,10,Zone Connector,20,2,54.82194587,0.21364916,2,No Median,1354.812175
37596,zone connector,0.312994,10,Zone Connector,20,2,282.7789111,0.90346432,2,No Median,1652.626127
37597,zone connector,0.17505,10,Zone Connector,20,2,48.94050771,0.27958016,2,No Median,924.257005
37598,zone connector,0.294525,10,Zone Connector,20,2,401.3102666,1.36256775,2,No Median,1555.159849
37599,EL CERRO,0.0476,7,Local (non-circulation element) Road,25,2,6.542823014,0.13745426,2,No Median,251.3283204
37600,MARJAY,0.148568,7,Local (non-circulation element) Road,25,2,372.3267741,2.50610343,2,No Median,784.4431585
37601,zone connector,0.0635,10,Zone Connector,20,2,61.78548241,0.97299972,2,No Median,335.2074701
37602,zone connector,0.20386,10,Zone Connector,20,2,28.02142646,0.13745426,2,No Median,1076.38253
37603,EAST,0.029792,7,Local (non-circulation element) Road,25,2,200.1960374,6.7197918,2,No Median,157.2772771
37604,EAST,0.023445,7,Local (non-circulation element) Road,20,2,8.811419924,0.37583365,2,No Median,123.7382506
37605,WING,0.022775,7,Local (non-circulation element) Road,20,2,9.941770216,0.43652119,2,No Median,120.2832016
37606,WING,0.032691,7,Local (non-circulation element) Road,25,2,118.9087897,3.63735553,2,No Median,172.5706358
37607,FORDHAM,0.031933,7,Local (non-circulation element) Road,25,2,147.332473,4.61379993,2,No Median,168.6502521
37608,FORDHAM,0.040948,7,Local (non-circulation element) Road,25,2,27.11626185,0.66221212,2,No Median,216.2258911
37609,zone connector,0.104486,10,Zone Connector,20,2,45.61035358,0.43652119,2,No Median,551.6631198
37610,zone connector,0.197884,10,Zone Connector,20,2,1329.739281,6.7197918,2,No Median,1044.841479
37611,zone connector,0.207863,10,Zone Connector,20,2,1656.787695,7.97057531,2,No Median,1097.515428
37612,zone connector,0.136313,10,Zone Connector,20,2,495.8188446,3.63735553,2,No Median,719.7308785
37613,zone connector,0.086525,10,Zone Connector,20,2,32.51900657,0.37583365,2,No Median,456.8988728
37614,DUKE,0.021744,7,Local (non-circulation element) Road,20,2,20.11723508,0.92518557,2,No Median,114.8006949
37615,DUKE,0.082998,7,Local (non-circulation element) Road,25,2,0,0,2,No Median,438.2272421
37616,zone connector,0.107159,10,Zone Connector,20,2,0,0,2,No Median,565.7756409
37617,GROTON,0.025518,7,Local (non-circulation element) Road,20,2,55.97289305,2.19346708,2,No Median,134.7769935
37618,GROTON,0.037973,7,Local (non-circulation element) Road,25,2,211.4061611,5.56727573,2,No Median,200.4769188
37619,DRIVEWAY,0.056804,7,Local (non-circulation element) Road,25,2,95.082626,1.67387202,4,No Median,299.9271884
37620,DRIVEWAY,0.042531,7,Local (non-circulation element) Road,25,2,151.5810331,3.56401291,2,No Median,224.4916895
37621,CALTRANS,0.02075,7,Local (non-circulation element) Road,20,2,6.482140702,0.31239232,2,No Median,109.5434666
37622,DRIVEWAY,0.031643,7,Local (non-circulation element) Road,20,2,31.31173567,0.9895312,2,No Median,167.0909098
37623,FLORIDA,0.135859,7,Local (non-circulation element) Road,30,2,136.7888898,1.00684452,2,No Median,717.3367986
37624,OREGON,0.135634,7,Local (non-circulation element) Road,30,2,316.2723455,2.33180726,2,No Median,716.1495474
37625,OREGON,0.085658,7,Local (non-circulation element) Road,30,2,236.0201184,2.75537741,2,No Median,452.2759144
37626,zone connector,0.217011,10,Zone Connector,20,2,1937.753937,8.92928901,2,No Median,1145.844173
37627,zone connector,0.05729,10,Zone Connector,20,2,573.2755816,10.0065558,2,No Median,302.4617383
37628,BOUNDARY,0.094134,7,Local (non-circulation element) Road,30,2,41.23576874,0.43805393,2,No Median,497.0037929
37629,IOWA,0.136189,7,Local (non-circulation element) Road,30,2,819.5326576,6.01761271,2,No Median,719.0787665
37630,zone connector,0.096776,10,Zone Connector,20,2,42.39310723,0.43805393,2,No Median,511.0089583
37631,GRIM,0.071977,7,Local (non-circulation element) Road,30,2,282.0312907,3.91835296,2,No Median,380.0392021
37632,ILLINOIS,0.129927,7,Local (non-circulation element) Road,30,2,169.4164802,1.3039359,2,No Median,686.0134845
37633,zone connector,0.097375,10,Zone Connector,20,2,706.1501062,7.25186245,2,No Median,514.1170509
37634,ILLINOIS,0.137057,7,Local (non-circulation element) Road,30,2,1249.133691,9.11397222,2,No Median,723.6618378
37635,ILLINOIS,0.083675,7,Local (non-circulation element) Road,30,2,651.8162875,7.78985704,2,No Median,441.755387
37636,32ND,0.143279,7,Local (non-circulation element) Road,30,2,0,0,2,No Median,756.540095
37637,32ND,0.163923,7,Local (non-circulation element) Road,30,2,1964.599994,11.98489531,2,No Median,865.5135306
37638,zone connector,0.208406,10,Zone Connector,20,2,0,0,2,No Median,1100.406105
37639,zone connector,0.071114,10,Zone Connector,20,2,764.5472571,10.75100904,2,No Median,375.4842971
37640,FELTON,0.144886,7,Local (non-circulation element) Road,30,2,0,0,2,No Median,764.9706749
37641,zone connector,0.158903,10,Zone Connector,20,2,0,0,2,No Median,838.9959816
37642,CHEROKEE,0.049459,7,Local (non-circulation element) Road,30,2,83.54042816,1.68908446,2,No Median,261.1174337
37643,CHEROKEE,0.033884,7,Local (non-circulation element) Road,30,2,122.5556612,3.61691835,2,No Median,178.9297807
37644,CHEROKEE,0.128104,7,Local (non-circulation element) Road,30,2,291.4848917,2.27537697,2,No Median,676.4117211
37645,zone connector,0.144965,10,Zone Connector,20,2,205.018915,1.41426493,2,No Median,765.4287454
37646,zone connector,0.305855,10,Zone Connector,20,2,1609.093458,5.26096829,2,No Median,1614.911762
37647,MADISON,0.148628,7,Local (non-circulation element) Road,30,2,548.3840979,3.68964191,2,No Median,784.7385922
37648,MADISON,0.155697,7,Local (non-circulation element) Road,30,2,914.9233724,5.87630701,2,No Median,822.0767419
37649,zone connector,0.139474,10,Zone Connector,20,2,55.3368653,0.39675398,2,No Median,736.4390335
37650,zone connector,0.118124,10,Zone Connector,20,2,266.4574287,2.25574336,2,No Median,623.6687915
37651,zone connector,0.186242,10,Zone Connector,20,2,19.08757401,0.10248802,2,No Median,983.3973753
37652,BONNIE,0.046353,7,Local (non-circulation element) Road,30,2,185.0575985,3.99235429,2,No Median,244.7199989
37653,zone connector,0.563364,10,Zone Connector,30,2,2249.148683,3.99235429,2,No Median,2974.583569
37654,HIGHLAND,0.067932,7,Local (non-circulation element) Road,30,2,504.8704263,7.43199709,2,No Median,358.6542965
37655,HIGHLAND,0.07119,7,Local (non-circulation element) Road,30,2,180.0018977,2.52847166,2,No Median,375.9095565
37656,CHAMOUNE,0.07589,7,Local (non-circulation element) Road,30,2,310.8245704,4.095725,2,No Median,400.7232318
37657,CHAMOUNE,0.085111,7,Local (non-circulation element) Road,35,2,418.2292545,4.91392716,2,No Median,449.3609821
37658,MENLO,0.10459,7,Local (non-circulation element) Road,30,2,294.0083129,2.81105567,2,No Median,552.2372803
37659,MENLO,0.077866,7,Local (non-circulation element) Road,30,2,229.2553336,2.94422898,2,No Median,411.1342639
37660,zone connector,0.153261,10,Zone Connector,20,2,1265.388655,8.25642959,2,No Median,809.2198836
37661,zone connector,0.109145,10,Zone Connector,20,2,319.1209316,2.92382548,2,No Median,576.2742886
37662,zone connector,0.053226,10,Zone Connector,20,2,121.5072053,2.28285434,2,No Median,280.9861401
37663,ACCESS,0.021293,7,Local (non-circulation element) Road,35,2,32.85316445,1.54290915,2,No Median,112.4545171
37664,zone connector,0.187333,10,Zone Connector,20,2,289.037799,1.54290915,2,No Median,989.1166195
37665,MENLO,0.085764,7,Local (non-circulation element) Road,30,2,184.8440008,2.15526329,2,No Median,452.8349687
37666,HIGHLAND,0.047779,7,Local (non-circulation element) Road,30,2,247.2530255,5.17493094,2,No Median,252.3242957
37667,zone connector,0.184409,10,Zone Connector,20,2,954.3038403,5.17493094,2,No Median,973.6820464
37668,zone connector,0.224125,10,Zone Connector,20,2,483.0483849,2.15526329,2,No Median,1183.389966
37669,DRIVEWAY,0.023714,7,Local (non-circulation element) Road,20,2,65.73109813,2.77182669,2,No Median,125.1923541
37670,DRIVEWAY,0.02896,7,Local (non-circulation element) Road,20,2,10.1121722,0.34917722,2,No Median,152.8673571
37671,EAST,0.028417,7,Local (non-circulation element) Road,20,1,44.45816621,1.5644919,1,No Median,150.0185092
37672,EAST,0.054522,7,Local (non-circulation element) Road,25,2,514.1505793,9.43014892,2,No Median,287.8523074
37673,zone connector,0.201789,10,Zone Connector,20,2,265.3936527,1.31520377,2,No Median,1065.443757
37674,RUE DORLEANS,0.079082,7,Local (non-circulation element) Road,25,2,35.92145933,0.45423054,2,No Median,417.5384863
37675,zone connector,0.144375,10,Zone Connector,20,2,65.57953378,0.45423054,2,No Median,762.3008953
37676,8TH,0.068519,7,Local (non-circulation element) Road,25,2,108.4855198,1.58329105,2,No Median,361.8281174
37677,8TH,0.100838,7,Local (non-circulation element) Road,25,2,365.3832007,3.62346735,2,No Median,532.4107132
37678,DOVE,0.046592,7,Local (non-circulation element) Road,25,2,54.43053693,1.16823783,2,No Median,246.0047373
37679,zone connector,0.080837,10,Zone Connector,20,2,162.8594346,2.0146645,2,No Median,426.8473644
37680,DOVE,0.051919,7,Local (non-circulation element) Road,25,2,21.58209951,0.41568789,2,No Median,274.107142
37681,zone connector,0.114608,10,Zone Connector,20,2,133.8894011,1.16823783,2,No Median,605.1497301
37682,zone connector,0.185489,10,Zone Connector,20,2,77.10553084,0.41568789,2,No Median,979.418792
